subject,months,memory,vocab,item,rt,correct,sentence,connective,position,order,age
33,59,22,86,25,2.538429,0,BM,zbefore,zmedial,zchronological,reception
33,59,22,86,26,6.449987,0,BM,zbefore,zmedial,zchronological,reception
33,59,22,86,41,6.790806,0,BM,zbefore,zmedial,zchronological,reception
33,59,22,86,42,4.549929,1,BM,zbefore,zmedial,zchronological,reception
33,59,22,86,57,1.797766,1,BM,zbefore,zmedial,zchronological,reception
33,59,22,86,58,4.848417,0,BM,zbefore,zmedial,zchronological,reception
34,59,24,70,1,2.434841,0,AI,after,initial,zchronological,reception
34,59,24,70,2,6.932095,1,AI,after,initial,zchronological,reception
34,59,24,70,17,4.247475,0,AI,after,initial,zchronological,reception
34,59,24,70,18,0.166946,0,AI,after,initial,zchronological,reception
34,59,24,70,33,1.626361,1,AI,after,initial,zchronological,reception
34,59,24,70,34,1.682297,1,AI,after,initial,zchronological,reception
34,59,24,70,49,11.764476,1,AI,after,initial,zchronological,reception
34,59,24,70,50,2.566749,1,AI,after,initial,zchronological,reception
34,59,24,70,3,1.438841,1,BI,zbefore,initial,reverse,reception
34,59,24,70,4,2.493998,1,BI,zbefore,initial,reverse,reception
34,59,24,70,19,0.536143,1,BI,zbefore,initial,reverse,reception
34,59,24,70,20,9.808901,1,BI,zbefore,initial,reverse,reception
34,59,24,70,35,6.385967,0,BI,zbefore,initial,reverse,reception
34,59,24,70,36,1.193661,0,BI,zbefore,initial,reverse,reception
34,59,24,70,51,2.855772,1,BI,zbefore,initial,reverse,reception
34,59,24,70,52,1.964544,1,BI,zbefore,initial,reverse,reception
34,59,24,70,15,0.449124,1,AM,after,zmedial,reverse,reception
34,59,24,70,16,0.439023,0,AM,after,zmedial,reverse,reception
34,59,24,70,31,3.247332,0,AM,after,zmedial,reverse,reception
34,59,24,70,32,1.002721,1,AM,after,zmedial,reverse,reception
34,59,24,70,47,2.458903,1,AM,after,zmedial,reverse,reception
34,59,24,70,48,0.922332,1,AM,after,zmedial,reverse,reception
34,59,24,70,63,4.351818,0,AM,after,zmedial,reverse,reception
34,59,24,70,64,0.412838,0,AM,after,zmedial,reverse,reception
34,59,24,70,13,3.228695,1,BM,zbefore,zmedial,zchronological,reception
34,59,24,70,14,7.012011,1,BM,zbefore,zmedial,zchronological,reception
34,59,24,70,29,0.346171,1,BM,zbefore,zmedial,zchronological,reception
34,59,24,70,30,0.163,1,BM,zbefore,zmedial,zchronological,reception
34,59,24,70,45,1.418251,1,BM,zbefore,zmedial,zchronological,reception
34,59,24,70,46,2.713273,1,BM,zbefore,zmedial,zchronological,reception
34,59,24,70,61,3.348685,0,BM,zbefore,zmedial,zchronological,reception
34,59,24,70,62,5.504087,1,BM,zbefore,zmedial,zchronological,reception
35,64,26,77,5,2.157775,1,AI,after,initial,zchronological,reception
35,64,26,77,6,1.2842,1,AI,after,initial,zchronological,reception
35,64,26,77,21,0.141269,1,AI,after,initial,zchronological,reception
35,64,26,77,22,9.039274,1,AI,after,initial,zchronological,reception
35,64,26,77,37,3.276242,1,AI,after,initial,zchronological,reception
35,64,26,77,38,4.675616,1,AI,after,initial,zchronological,reception
35,64,26,77,53,1.029251,1,AI,after,initial,zchronological,reception
35,64,26,77,54,0.551825,1,AI,after,initial,zchronological,reception
35,64,26,77,7,4.486593,1,BI,zbefore,initial,reverse,reception
35,64,26,77,8,1.908388,1,BI,zbefore,initial,reverse,reception
35,64,26,77,23,26.491403,1,BI,zbefore,initial,reverse,reception
35,64,26,77,24,0.399617,1,BI,zbefore,initial,reverse,reception
35,64,26,77,39,0.196762,1,BI,zbefore,initial,reverse,reception
35,64,26,77,40,0.897759,1,BI,zbefore,initial,reverse,reception
35,64,26,77,55,2.639137,1,BI,zbefore,initial,reverse,reception
35,64,26,77,56,1.222172,1,BI,zbefore,initial,reverse,reception
35,64,26,77,1,2.305989,1,AM,after,zmedial,reverse,reception
35,64,26,77,2,6.175679,0,AM,after,zmedial,reverse,reception
35,64,26,77,17,3.485947,1,AM,after,zmedial,reverse,reception
35,64,26,77,18,1.590135,1,AM,after,zmedial,reverse,reception
35,64,26,77,33,2.077757,1,AM,after,zmedial,reverse,reception
35,64,26,77,34,17.996253,0,AM,after,zmedial,reverse,reception
35,64,26,77,49,8.225106,1,AM,after,zmedial,reverse,reception
35,64,26,77,50,0.912972,1,AM,after,zmedial,reverse,reception
35,64,26,77,3,14.866263,1,BM,zbefore,zmedial,zchronological,reception
35,64,26,77,4,1.032402,1,BM,zbefore,zmedial,zchronological,reception
35,64,26,77,19,4.323467,0,BM,zbefore,zmedial,zchronological,reception
35,64,26,77,20,9.558088,0,BM,zbefore,zmedial,zchronological,reception
35,64,26,77,35,5.609475,0,BM,zbefore,zmedial,zchronological,reception
35,64,26,77,36,12.631076,1,BM,zbefore,zmedial,zchronological,reception
35,64,26,77,51,0.670989,1,BM,zbefore,zmedial,zchronological,reception
35,64,26,77,52,5.65037,1,BM,zbefore,zmedial,zchronological,reception
36,64,24,75,9,1.553478,1,AI,after,initial,zchronological,reception
36,64,24,75,10,5.406657,1,AI,after,initial,zchronological,reception
36,64,24,75,25,1.548662,1,AI,after,initial,zchronological,reception
36,64,24,75,26,0.789934,1,AI,after,initial,zchronological,reception
36,64,24,75,41,2.714623,0,AI,after,initial,zchronological,reception
36,64,24,75,42,2.501661,1,AI,after,initial,zchronological,reception
36,64,24,75,57,3.001824,1,AI,after,initial,zchronological,reception
36,64,24,75,58,0.850073,1,AI,after,initial,zchronological,reception
36,64,24,75,11,7.26537,1,BI,zbefore,initial,reverse,reception
36,64,24,75,12,2.789834,0,BI,zbefore,initial,reverse,reception
36,64,24,75,27,1.356404,0,BI,zbefore,initial,reverse,reception
36,64,24,75,28,2.089695,0,BI,zbefore,initial,reverse,reception
36,64,24,75,43,0.731248,0,BI,zbefore,initial,reverse,reception
36,64,24,75,44,2.662886,1,BI,zbefore,initial,reverse,reception
36,64,24,75,59,0.932282,0,BI,zbefore,initial,reverse,reception
36,64,24,75,60,2.542974,0,BI,zbefore,initial,reverse,reception
36,64,24,75,5,2.983962,1,AM,after,zmedial,reverse,reception
36,64,24,75,6,9.308159,0,AM,after,zmedial,reverse,reception
36,64,24,75,21,1.098773,0,AM,after,zmedial,reverse,reception
36,64,24,75,22,3.670662,0,AM,after,zmedial,reverse,reception
36,64,24,75,37,4.619179,0,AM,after,zmedial,reverse,reception
36,64,24,75,38,3.924787,0,AM,after,zmedial,reverse,reception
36,64,24,75,53,1.535036,1,AM,after,zmedial,reverse,reception
36,64,24,75,54,0.991518,1,AM,after,zmedial,reverse,reception
36,64,24,75,7,3.021295,1,BM,zbefore,zmedial,zchronological,reception
36,64,24,75,8,10.462594,0,BM,zbefore,zmedial,zchronological,reception
36,64,24,75,23,0.993817,1,BM,zbefore,zmedial,zchronological,reception
36,64,24,75,24,0.676011,1,BM,zbefore,zmedial,zchronological,reception
36,64,24,75,39,4.348887,0,BM,zbefore,zmedial,zchronological,reception
36,64,24,75,40,1.898099,1,BM,zbefore,zmedial,zchronological,reception
36,64,24,75,55,2.777912,0,BM,zbefore,zmedial,zchronological,reception
36,64,24,75,56,10.627091,0,BM,zbefore,zmedial,zchronological,reception
37,61,22,82,13,1.043757,1,AI,after,initial,zchronological,reception
37,61,22,82,14,5.993647,1,AI,after,initial,zchronological,reception
37,61,22,82,29,6.561213,1,AI,after,initial,zchronological,reception
37,61,22,82,30,5.343921,0,AI,after,initial,zchronological,reception
37,61,22,82,45,14.568914,1,AI,after,initial,zchronological,reception
37,61,22,82,46,5.080783,0,AI,after,initial,zchronological,reception
37,61,22,82,61,1.423726,1,AI,after,initial,zchronological,reception
37,61,22,82,62,7.158721,0,AI,after,initial,zchronological,reception
37,61,22,82,15,6.203962,0,BI,zbefore,initial,reverse,reception
37,61,22,82,16,5.803356,0,BI,zbefore,initial,reverse,reception
37,61,22,82,31,4.025972,1,BI,zbefore,initial,reverse,reception
37,61,22,82,32,1.375052,0,BI,zbefore,initial,reverse,reception
37,61,22,82,47,1.447796,0,BI,zbefore,initial,reverse,reception
37,61,22,82,48,6.213338,0,BI,zbefore,initial,reverse,reception
37,61,22,82,63,6.130203,0,BI,zbefore,initial,reverse,reception
37,61,22,82,64,0.437366,1,BI,zbefore,initial,reverse,reception
37,61,22,82,9,3.528869,0,AM,after,zmedial,reverse,reception
37,61,22,82,10,3.120031,0,AM,after,zmedial,reverse,reception
37,61,22,82,25,7.359592,0,AM,after,zmedial,reverse,reception
37,61,22,82,26,6.602327,0,AM,after,zmedial,reverse,reception
37,61,22,82,41,7.432397,1,AM,after,zmedial,reverse,reception
37,61,22,82,42,3.200844,1,AM,after,zmedial,reverse,reception
37,61,22,82,57,8.098014,1,AM,after,zmedial,reverse,reception
37,61,22,82,58,2.849946,0,AM,after,zmedial,reverse,reception
37,61,22,82,11,4.270443,1,BM,zbefore,zmedial,zchronological,reception
37,61,22,82,12,0.93413,0,BM,zbefore,zmedial,zchronological,reception
37,61,22,82,27,0.826118,1,BM,zbefore,zmedial,zchronological,reception
37,61,22,82,28,8.478989,1,BM,zbefore,zmedial,zchronological,reception
37,61,22,82,43,5.667895,1,BM,zbefore,zmedial,zchronological,reception
37,61,22,82,44,1.43346,0,BM,zbefore,zmedial,zchronological,reception
37,61,22,82,59,4.739997,1,BM,zbefore,zmedial,zchronological,reception
37,61,22,82,60,7.607882,0,BM,zbefore,zmedial,zchronological,reception
38,65,24,85,3,0.633212,1,AI,after,initial,zchronological,reception
38,65,24,85,4,1.311621,1,AI,after,initial,zchronological,reception
38,65,24,85,19,0.185591,1,AI,after,initial,zchronological,reception
38,65,24,85,20,0.340879,1,AI,after,initial,zchronological,reception
38,65,24,85,35,1.695444,1,AI,after,initial,zchronological,reception
38,65,24,85,36,2.523024,1,AI,after,initial,zchronological,reception
38,65,24,85,51,2.537156,0,AI,after,initial,zchronological,reception
38,65,24,85,52,0.362634,1,AI,after,initial,zchronological,reception
38,65,24,85,1,6.572674,0,BI,zbefore,initial,reverse,reception
38,65,24,85,2,0.867964,0,BI,zbefore,initial,reverse,reception
38,65,24,85,17,0.28337,0,BI,zbefore,initial,reverse,reception
38,65,24,85,18,3.142742,1,BI,zbefore,initial,reverse,reception
38,65,24,85,33,0.233722,0,BI,zbefore,initial,reverse,reception
38,65,24,85,34,0.095409,0,BI,zbefore,initial,reverse,reception
38,65,24,85,49,1.064161,0,BI,zbefore,initial,reverse,reception
38,65,24,85,50,0.877934,1,BI,zbefore,initial,reverse,reception
38,65,24,85,13,0.366484,0,AM,after,zmedial,reverse,reception
38,65,24,85,14,1.542484,0,AM,after,zmedial,reverse,reception
38,65,24,85,29,0.240461,1,AM,after,zmedial,reverse,reception
38,65,24,85,30,1.672787,0,AM,after,zmedial,reverse,reception
38,65,24,85,45,0.899675,0,AM,after,zmedial,reverse,reception
38,65,24,85,46,0.751456,1,AM,after,zmedial,reverse,reception
38,65,24,85,61,3.826167,1,AM,after,zmedial,reverse,reception
38,65,24,85,62,0.352483,1,AM,after,zmedial,reverse,reception
38,65,24,85,15,0.204198,1,BM,zbefore,zmedial,zchronological,reception
38,65,24,85,16,3.041744,0,BM,zbefore,zmedial,zchronological,reception
38,65,24,85,31,1.999456,1,BM,zbefore,zmedial,zchronological,reception
38,65,24,85,32,5.359685,1,BM,zbefore,zmedial,zchronological,reception
38,65,24,85,47,0.617931,1,BM,zbefore,zmedial,zchronological,reception
38,65,24,85,48,6.748466,1,BM,zbefore,zmedial,zchronological,reception
38,65,24,85,63,1.573875,1,BM,zbefore,zmedial,zchronological,reception
38,65,24,85,64,5.288529,1,BM,zbefore,zmedial,zchronological,reception
39,56,18,76,7,2.198782,0,AI,after,initial,zchronological,reception
39,56,18,76,8,1.84139,0,AI,after,initial,zchronological,reception
39,56,18,76,23,5.440237,1,AI,after,initial,zchronological,reception
39,56,18,76,24,6.191544,0,AI,after,initial,zchronological,reception
39,56,18,76,39,1.595739,1,AI,after,initial,zchronological,reception
39,56,18,76,40,1.413789,0,AI,after,initial,zchronological,reception
39,56,18,76,55,10.218477,1,AI,after,initial,zchronological,reception
39,56,18,76,56,6.547471,1,AI,after,initial,zchronological,reception
39,56,18,76,5,1.925907,1,BI,zbefore,initial,reverse,reception
39,56,18,76,6,6.505805,0,BI,zbefore,initial,reverse,reception
39,56,18,76,21,4.401204,1,BI,zbefore,initial,reverse,reception
39,56,18,76,22,6.64162,0,BI,zbefore,initial,reverse,reception
39,56,18,76,37,2.082039,1,BI,zbefore,initial,reverse,reception
39,56,18,76,38,1.701799,1,BI,zbefore,initial,reverse,reception
39,56,18,76,53,1.534672,1,BI,zbefore,initial,reverse,reception
39,56,18,76,54,3.004663,1,BI,zbefore,initial,reverse,reception
39,56,18,76,3,1.803826,1,AM,after,zmedial,reverse,reception
39,56,18,76,4,1.206383,1,AM,after,zmedial,reverse,reception
39,56,18,76,19,3.095741,1,AM,after,zmedial,reverse,reception
39,56,18,76,20,1.558385,1,AM,after,zmedial,reverse,reception
39,56,18,76,35,1.306746,1,AM,after,zmedial,reverse,reception
39,56,18,76,36,11.564262,1,AM,after,zmedial,reverse,reception
39,56,18,76,51,1.791158,1,AM,after,zmedial,reverse,reception
39,56,18,76,52,1.296732,1,AM,after,zmedial,reverse,reception
39,56,18,76,1,3.33582,1,BM,zbefore,zmedial,zchronological,reception
39,56,18,76,2,1.195369,1,BM,zbefore,zmedial,zchronological,reception
39,56,18,76,17,0.836308,1,BM,zbefore,zmedial,zchronological,reception
39,56,18,76,18,2.071013,1,BM,zbefore,zmedial,zchronological,reception
39,56,18,76,33,2.289297,1,BM,zbefore,zmedial,zchronological,reception
39,56,18,76,34,5.723502,1,BM,zbefore,zmedial,zchronological,reception
39,56,18,76,49,10.4356,1,BM,zbefore,zmedial,zchronological,reception
39,56,18,76,50,1.480018,1,BM,zbefore,zmedial,zchronological,reception
40,60,27,71,11,0.354867,1,AI,after,initial,zchronological,reception
40,60,27,71,12,3.291627,1,AI,after,initial,zchronological,reception
40,60,27,71,27,2.662975,0,AI,after,initial,zchronological,reception
40,60,27,71,28,0.523061,1,AI,after,initial,zchronological,reception
40,60,27,71,43,1.63814,0,AI,after,initial,zchronological,reception
40,60,27,71,44,0.503108,1,AI,after,initial,zchronological,reception
40,60,27,71,59,0.768207,0,AI,after,initial,zchronological,reception
40,60,27,71,60,0.275541,1,AI,after,initial,zchronological,reception
40,60,27,71,9,2.13261,0,BI,zbefore,initial,reverse,reception
40,60,27,71,10,1.85768,0,BI,zbefore,initial,reverse,reception
40,60,27,71,25,1.986438,1,BI,zbefore,initial,reverse,reception
40,60,27,71,26,1.964014,1,BI,zbefore,initial,reverse,reception
40,60,27,71,41,4.628919,0,BI,zbefore,initial,reverse,reception
40,60,27,71,42,0.622875,0,BI,zbefore,initial,reverse,reception
40,60,27,71,57,2.708099,1,BI,zbefore,initial,reverse,reception
40,60,27,71,58,2.370365,0,BI,zbefore,initial,reverse,reception
40,60,27,71,7,0.644478,1,AM,after,zmedial,reverse,reception
40,60,27,71,8,2.373422,0,AM,after,zmedial,reverse,reception
40,60,27,71,23,0.79737,1,AM,after,zmedial,reverse,reception
40,60,27,71,24,3.459438,0,AM,after,zmedial,reverse,reception
40,60,27,71,39,0.137442,1,AM,after,zmedial,reverse,reception
40,60,27,71,40,0.290789,1,AM,after,zmedial,reverse,reception
40,60,27,71,55,0.145284,1,AM,after,zmedial,reverse,reception
40,60,27,71,56,0.518538,0,AM,after,zmedial,reverse,reception
40,60,27,71,5,7.803477,1,BM,zbefore,zmedial,zchronological,reception
40,60,27,71,6,1.007087,1,BM,zbefore,zmedial,zchronological,reception
40,60,27,71,21,3.415839,0,BM,zbefore,zmedial,zchronological,reception
40,60,27,71,22,0.439515,0,BM,zbefore,zmedial,zchronological,reception
40,60,27,71,37,0.426884,1,BM,zbefore,zmedial,zchronological,reception
40,60,27,71,38,3.544556,0,BM,zbefore,zmedial,zchronological,reception
40,60,27,71,53,1.367799,1,BM,zbefore,zmedial,zchronological,reception
40,60,27,71,54,2.955743,1,BM,zbefore,zmedial,zchronological,reception
41,66,25,89,15,0.868817,0,AI,after,initial,zchronological,reception
41,66,25,89,16,0.686636,1,AI,after,initial,zchronological,reception
41,66,25,89,31,0.624484,0,AI,after,initial,zchronological,reception
41,66,25,89,32,0.934359,1,AI,after,initial,zchronological,reception
41,66,25,89,47,1.1414,1,AI,after,initial,zchronological,reception
41,66,25,89,48,0.978042,0,AI,after,initial,zchronological,reception
41,66,25,89,63,0.061721,1,AI,after,initial,zchronological,reception
41,66,25,89,64,0.57161,1,AI,after,initial,zchronological,reception
41,66,25,89,13,2.150852,0,BI,zbefore,initial,reverse,reception
41,66,25,89,14,0.639418,1,BI,zbefore,initial,reverse,reception
41,66,25,89,29,1.11576,0,BI,zbefore,initial,reverse,reception
41,66,25,89,30,0.712495,1,BI,zbefore,initial,reverse,reception
41,66,25,89,45,2.90824,1,BI,zbefore,initial,reverse,reception
41,66,25,89,46,0.85107,0,BI,zbefore,initial,reverse,reception
41,66,25,89,61,1.443511,1,BI,zbefore,initial,reverse,reception
41,66,25,89,62,1.322285,1,BI,zbefore,initial,reverse,reception
41,66,25,89,11,0.479361,0,AM,after,zmedial,reverse,reception
41,66,25,89,12,0.499883,0,AM,after,zmedial,reverse,reception
41,66,25,89,27,1.070927,0,AM,after,zmedial,reverse,reception
41,66,25,89,28,0.653941,1,AM,after,zmedial,reverse,reception
41,66,25,89,43,0.516282,1,AM,after,zmedial,reverse,reception
41,66,25,89,44,1.586263,0,AM,after,zmedial,reverse,reception
41,66,25,89,59,0.543164,1,AM,after,zmedial,reverse,reception
41,66,25,89,60,0.769205,0,AM,after,zmedial,reverse,reception
41,66,25,89,9,0.440254,0,BM,zbefore,zmedial,zchronological,reception
41,66,25,89,10,0.471661,1,BM,zbefore,zmedial,zchronological,reception
41,66,25,89,25,0.983765,0,BM,zbefore,zmedial,zchronological,reception
41,66,25,89,26,1.386606,1,BM,zbefore,zmedial,zchronological,reception
41,66,25,89,41,0.91309,1,BM,zbefore,zmedial,zchronological,reception
41,66,25,89,42,0.805744,0,BM,zbefore,zmedial,zchronological,reception
41,66,25,89,57,0.722756,1,BM,zbefore,zmedial,zchronological,reception
41,66,25,89,58,0.763304,0,BM,zbefore,zmedial,zchronological,reception
42,56,26,85,1,3.693213,1,AI,after,initial,zchronological,reception
42,56,26,85,2,2.124494,1,AI,after,initial,zchronological,reception
42,56,26,85,17,0.587883,1,AI,after,initial,zchronological,reception
42,56,26,85,18,0.273151,1,AI,after,initial,zchronological,reception
42,56,26,85,33,0.67839,1,AI,after,initial,zchronological,reception
42,56,26,85,34,2.678051,1,AI,after,initial,zchronological,reception
42,56,26,85,49,8.238717,1,AI,after,initial,zchronological,reception
42,56,26,85,50,2.836563,1,AI,after,initial,zchronological,reception
42,56,26,85,3,2.6755,0,BI,zbefore,initial,reverse,reception
42,56,26,85,4,1.680603,0,BI,zbefore,initial,reverse,reception
42,56,26,85,19,0.59126,1,BI,zbefore,initial,reverse,reception
42,56,26,85,20,0.977831,1,BI,zbefore,initial,reverse,reception
42,56,26,85,35,8.205613,1,BI,zbefore,initial,reverse,reception
42,56,26,85,36,3.714852,1,BI,zbefore,initial,reverse,reception
42,56,26,85,51,4.08115,1,BI,zbefore,initial,reverse,reception
42,56,26,85,52,3.946876,1,BI,zbefore,initial,reverse,reception
42,56,26,85,15,0.462846,1,AM,after,zmedial,reverse,reception
42,56,26,85,16,3.377637,1,AM,after,zmedial,reverse,reception
42,56,26,85,31,5.183802,1,AM,after,zmedial,reverse,reception
42,56,26,85,32,2.416286,1,AM,after,zmedial,reverse,reception
42,56,26,85,47,2.484134,0,AM,after,zmedial,reverse,reception
42,56,26,85,48,0.484407,1,AM,after,zmedial,reverse,reception
42,56,26,85,63,0.492817,1,AM,after,zmedial,reverse,reception
42,56,26,85,64,3.573886,1,AM,after,zmedial,reverse,reception
42,56,26,85,13,3.014703,1,BM,zbefore,zmedial,zchronological,reception
42,56,26,85,14,0.745285,1,BM,zbefore,zmedial,zchronological,reception
42,56,26,85,29,0.250331,1,BM,zbefore,zmedial,zchronological,reception
42,56,26,85,30,0.247496,1,BM,zbefore,zmedial,zchronological,reception
42,56,26,85,45,3.498998,1,BM,zbefore,zmedial,zchronological,reception
42,56,26,85,46,0.286554,1,BM,zbefore,zmedial,zchronological,reception
42,56,26,85,61,0.239587,1,BM,zbefore,zmedial,zchronological,reception
42,56,26,85,62,0.360984,1,BM,zbefore,zmedial,zchronological,reception
43,62,28,83,5,5.848117,0,AI,after,initial,zchronological,reception
43,62,28,83,6,16.38302,1,AI,after,initial,zchronological,reception
43,62,28,83,21,4.563098,1,AI,after,initial,zchronological,reception
43,62,28,83,22,7.097237,1,AI,after,initial,zchronological,reception
43,62,28,83,37,2.114421,1,AI,after,initial,zchronological,reception
43,62,28,83,38,2.000485,1,AI,after,initial,zchronological,reception
43,62,28,83,53,2.661595,1,AI,after,initial,zchronological,reception
43,62,28,83,54,1.994422,1,AI,after,initial,zchronological,reception
43,62,28,83,7,3.304235,0,BI,zbefore,initial,reverse,reception
43,62,28,83,8,2.20568,1,BI,zbefore,initial,reverse,reception
43,62,28,83,23,9.879169,0,BI,zbefore,initial,reverse,reception
43,62,28,83,24,4.832674,1,BI,zbefore,initial,reverse,reception
43,62,28,83,39,2.15477,1,BI,zbefore,initial,reverse,reception
43,62,28,83,40,2.817673,0,BI,zbefore,initial,reverse,reception
43,62,28,83,55,10.555318,1,BI,zbefore,initial,reverse,reception
43,62,28,83,56,8.604892,1,BI,zbefore,initial,reverse,reception
43,62,28,83,1,19.029181,1,AM,after,zmedial,reverse,reception
43,62,28,83,2,0.08491,1,AM,after,zmedial,reverse,reception
43,62,28,83,17,1.525246,1,AM,after,zmedial,reverse,reception
43,62,28,83,18,1.085178,1,AM,after,zmedial,reverse,reception
43,62,28,83,33,0.213363,1,AM,after,zmedial,reverse,reception
43,62,28,83,34,0.358951,1,AM,after,zmedial,reverse,reception
43,62,28,83,49,1.581161,1,AM,after,zmedial,reverse,reception
43,62,28,83,50,0.875438,1,AM,after,zmedial,reverse,reception
43,62,28,83,3,5.176691,1,BM,zbefore,zmedial,zchronological,reception
43,62,28,83,4,1.160944,1,BM,zbefore,zmedial,zchronological,reception
43,62,28,83,19,9.176683,1,BM,zbefore,zmedial,zchronological,reception
43,62,28,83,20,0.355602,1,BM,zbefore,zmedial,zchronological,reception
43,62,28,83,35,0.136238,1,BM,zbefore,zmedial,zchronological,reception
43,62,28,83,36,0.206423,1,BM,zbefore,zmedial,zchronological,reception
43,62,28,83,51,0.148328,1,BM,zbefore,zmedial,zchronological,reception
43,62,28,83,52,3.368681,1,BM,zbefore,zmedial,zchronological,reception
44,61,23,70,9,0.228352,1,AI,after,initial,zchronological,reception
44,61,23,70,10,0.82236,1,AI,after,initial,zchronological,reception
44,61,23,70,25,4.301958,0,AI,after,initial,zchronological,reception
44,61,23,70,26,0.277507,1,AI,after,initial,zchronological,reception
44,61,23,70,41,0.447504,1,AI,after,initial,zchronological,reception
44,61,23,70,42,2.890703,1,AI,after,initial,zchronological,reception
44,61,23,70,57,1.195719,1,AI,after,initial,zchronological,reception
44,61,23,70,58,1.663065,1,AI,after,initial,zchronological,reception
44,61,23,70,11,1.489306,0,BI,zbefore,initial,reverse,reception
44,61,23,70,12,2.744729,1,BI,zbefore,initial,reverse,reception
44,61,23,70,27,0.056575,0,BI,zbefore,initial,reverse,reception
44,61,23,70,28,0.119396,0,BI,zbefore,initial,reverse,reception
44,61,23,70,43,0.951338,0,BI,zbefore,initial,reverse,reception
44,61,23,70,44,2.878148,0,BI,zbefore,initial,reverse,reception
44,61,23,70,59,2.095308,0,BI,zbefore,initial,reverse,reception
44,61,23,70,60,1.283251,0,BI,zbefore,initial,reverse,reception
44,61,23,70,5,1.937803,1,AM,after,zmedial,reverse,reception
44,61,23,70,6,1.634069,1,AM,after,zmedial,reverse,reception
44,61,23,70,21,3.379655,1,AM,after,zmedial,reverse,reception
44,61,23,70,22,0.943755,1,AM,after,zmedial,reverse,reception
44,61,23,70,37,0.28329,1,AM,after,zmedial,reverse,reception
44,61,23,70,38,2.094291,1,AM,after,zmedial,reverse,reception
44,61,23,70,53,2.34454,1,AM,after,zmedial,reverse,reception
44,61,23,70,54,0.695913,0,AM,after,zmedial,reverse,reception
44,61,23,70,7,3.186215,1,BM,zbefore,zmedial,zchronological,reception
44,61,23,70,8,0.274897,0,BM,zbefore,zmedial,zchronological,reception
44,61,23,70,23,1.448967,0,BM,zbefore,zmedial,zchronological,reception
44,61,23,70,24,2.455455,0,BM,zbefore,zmedial,zchronological,reception
44,61,23,70,39,0.378875,0,BM,zbefore,zmedial,zchronological,reception
44,61,23,70,40,4.468076,0,BM,zbefore,zmedial,zchronological,reception
44,61,23,70,55,0.847347,0,BM,zbefore,zmedial,zchronological,reception
44,61,23,70,56,4.682211,1,BM,zbefore,zmedial,zchronological,reception
45,61,24,76,13,0.723108,1,AI,after,initial,zchronological,reception
45,61,24,76,14,0.806378,0,AI,after,initial,zchronological,reception
45,61,24,76,29,1.871805,1,AI,after,initial,zchronological,reception
45,61,24,76,30,1.958401,1,AI,after,initial,zchronological,reception
45,61,24,76,45,4.929093,1,AI,after,initial,zchronological,reception
45,61,24,76,46,1.082871,1,AI,after,initial,zchronological,reception
45,61,24,76,61,0.950153,0,AI,after,initial,zchronological,reception
45,61,24,76,62,1.180647,1,AI,after,initial,zchronological,reception
45,61,24,76,15,1.232344,0,BI,zbefore,initial,reverse,reception
45,61,24,76,16,1.051488,1,BI,zbefore,initial,reverse,reception
45,61,24,76,31,3.062397,0,BI,zbefore,initial,reverse,reception
45,61,24,76,32,0.622687,0,BI,zbefore,initial,reverse,reception
45,61,24,76,47,5.605445,1,BI,zbefore,initial,reverse,reception
45,61,24,76,48,1.493488,1,BI,zbefore,initial,reverse,reception
45,61,24,76,63,0.515575,1,BI,zbefore,initial,reverse,reception
45,61,24,76,64,3.268871,1,BI,zbefore,initial,reverse,reception
45,61,24,76,9,0.760702,1,AM,after,zmedial,reverse,reception
45,61,24,76,10,0.692928,0,AM,after,zmedial,reverse,reception
45,61,24,76,25,1.73734,0,AM,after,zmedial,reverse,reception
45,61,24,76,26,1.386527,0,AM,after,zmedial,reverse,reception
45,61,24,76,41,1.758095,0,AM,after,zmedial,reverse,reception
45,61,24,76,42,1.729098,1,AM,after,zmedial,reverse,reception
45,61,24,76,57,20.228077,1,AM,after,zmedial,reverse,reception
45,61,24,76,58,2.420879,0,AM,after,zmedial,reverse,reception
45,61,24,76,11,0.805773,1,BM,zbefore,zmedial,zchronological,reception
45,61,24,76,12,5.8048,1,BM,zbefore,zmedial,zchronological,reception
45,61,24,76,27,1.200884,1,BM,zbefore,zmedial,zchronological,reception
45,61,24,76,28,1.057062,0,BM,zbefore,zmedial,zchronological,reception
45,61,24,76,43,1.492026,0,BM,zbefore,zmedial,zchronological,reception
45,61,24,76,44,0.684934,0,BM,zbefore,zmedial,zchronological,reception
45,61,24,76,59,5.505516,1,BM,zbefore,zmedial,zchronological,reception
45,61,24,76,60,1.067217,1,BM,zbefore,zmedial,zchronological,reception
46,65,24,95,3,2.506539,1,AI,after,initial,zchronological,reception
46,65,24,95,4,4.743606,1,AI,after,initial,zchronological,reception
46,65,24,95,19,2.294925,1,AI,after,initial,zchronological,reception
46,65,24,95,20,0.353948,1,AI,after,initial,zchronological,reception
46,65,24,95,35,1.488989,1,AI,after,initial,zchronological,reception
46,65,24,95,36,0.727092,1,AI,after,initial,zchronological,reception
46,65,24,95,51,1.261093,1,AI,after,initial,zchronological,reception
46,65,24,95,52,0.158918,1,AI,after,initial,zchronological,reception
46,65,24,95,1,13.314244,1,BI,zbefore,initial,reverse,reception
